street,district,rooms,area,price,material,condition,year_built,total_floors
Graniidi 13,Põhja-Tallinn,1.0,21.0,41900,puitmaja,vajab san. remonti,1949.0,2.0
Virbi 11,Lasnamäe,3.0,66.5,92900,paneelmaja,renoveeritud,1981.0,5.0
Köie 1c,Põhja-Tallinn,1.0,34.0,75500,puitmaja,heas korras,1912.0,2.0
Kauba 36,Kesklinn,2.0,72.5,175000,kivimaja,uus,2016.0,3.0
Mahtra 12,Lasnamäe,1.0,32.9,56000,paneelmaja,keskmises seisukorras,1983.0,5.0
Liikuri 18c-15,Lasnamäe,2.0,40.3,98790,kivimaja,uus,2020.0,7.0
Padriku tee 11/1,Pirita,2.0,54.7,128900,paneelmaja,heas korras,2008.0,3.0
PUHANGU 26,Põhja-Tallinn,4.0,48.8,90000,kivimaja,keskmises seisukorras,1966.0,4.0
Aiandi 5/3-11,Mustamäe,3.0,54.2,122990,kivimaja,uus,2020.0,8.0
Rohu 11-1,Põhja-Tallinn,4.0,84.3,168500,palkmaja,vajab renoveerimist,1956.0,2.0
Tööstuse 47d-68,Põhja-Tallinn,4.0,133.1,527900,kivimaja,uus,2018.0,5.0
Astangu 19/1,Haabersti,3.0,71.9,147900,paneelmaja,uus,2017.0,8.0
Tondi 35,Kristiine,1.0,22.6,49900,puitmaja,heas korras,1933.0,2.0
Lasnamäe 4-4,Kesklinn,4.0,96.7,258900,kivimaja,uus,2018.0,13.0
Mustamäe tee 199,Mustamäe,2.0,42.9,81500,paneelmaja,renoveeritud,1969.0,9.0
F.R.Kreutzwaldi 11,Kesklinn,4.0,118.3,264000,kivimaja,vajab renoveerimist,1922.0,5.0
Lesta tn 10/3-32,Haabersti,4.0,109.5,383250,paneelmaja,uus,2019.0,3.0
Kaaruti 8-1,Haabersti,1.0,34.1,81900,paneelmaja,uus,2020.0,4.0
Liikuri 18c-21,Lasnamäe,3.0,60.6,131290,kivimaja,uus,2020.0,7.0
Ümera 12,Lasnamäe,1.0,32.7,50000,paneelmaja,vajab renoveerimist,1985.0,5.0
J.Poska tn 12,Kadriorg,3.0,82.5,221000,kivimaja,uus,2017.0,4.0
Rävala pst. 19,Kesklinn,3.0,75.1,207000,kivimaja,uus,2005.0,8.0
Pärnu mnt 110,Kesklinn,1.0,32.8,90000,kivimaja,uus,2006.0,14.0
Jakobi tn 28,Kesklinn,1.0,27.0,107000,kivimaja,uus,2019.0,4.0
Telliskivi tn 41-4,Põhja-Tallinn,3.0,54.7,175000,kivimaja,uus,2019.0,3.0
Kadaka tee 141a-55,Mustamäe,2.0,36.5,94900,kivimaja,uus,2019.0,8.0
Raua 10,Kesklinn,3.0,85.1,285000,kivimaja,uus,2013.0,5.0
Pille 7/5-B11,Kesklinn,2.0,54.5,152900,paneelmaja,uus,2019.0,4.0
Väike-Patarei 1-1/1-1,Põhja-Tallinn,2.0,50.5,164000,paneelmaja,uus,2019.0,4.0
Tõnismägi 11a-28,Kesklinn,4.0,99.2,319000,kivimaja,uus,2019.0,6.0
Pille 7/3-10,Kesklinn,3.0,79.2,213900,paneelmaja,uus,2019.0,6.0
Kopli tn 90,Põhja-Tallinn,4.0,125.7,185000,kivimaja,renoveeritud,1956.0,5.0
Tartu mnt 84A,Kesklinn,2.0,55.0,135000,kivimaja,heas korras,2006.0,14.0
Kärberi 16,Lasnamäe,4.0,66.8,106499,paneelmaja,heas korras,1984.0,5.0
Ehitajate tee 91/2-13,Mustamäe,3.0,56.2,121000,kivimaja,uus,2020.0,8.0
Kiikri 2C-91,Kesklinn,3.0,78.3,275000,kivimaja,uus,2018.0,4.0
Võistluse 6-81,Kesklinn,2.0,48.1,153824,kivimaja,uus,2019.0,14.0
Toom-Kuninga 15-105,Kesklinn,2.0,55.1,205000,paneelmaja,uus,2019.0,8.0
Järveotsa tee 2,Haabersti,2.0,43.9,75900,paneelmaja,renoveeritud,1982.0,9.0
Mustamäe tee 82,Mustamäe,3.0,60.1,96000,paneelmaja,renoveeritud,1973.0,9.0
Järve 2-208,Kristiine,3.0,65.4,212600,paneelmaja,uus,2019.0,18.0
Kärneri tn 1,Haabersti,3.0,70.5,135000,paneelmaja,uus,2007.0,8.0
Võistluse 3-27,Kesklinn,3.0,70.0,224900,kivimaja,uus,2019.0,6.0
Pöörise tn. 12-52,Mustamäe,2.0,45.4,94000,paneelmaja,uus,2018.0,14.0
Uus tn 22,Kesklinn,5.0,165.9,375000,kivimaja,renoveeritud,1938.0,5.0
Toom-Kuninga 15-87,Kesklinn,2.0,52.9,175000,paneelmaja,uus,2019.0,8.0
Ümera 28A-24,Lasnamäe,4.0,74.8,126000,paneelmaja,uus,2018.0,9.0
Asunduse 15,Lasnamäe,5.0,111.8,179000,kivimaja,uus,1973.0,6.0
Räga 10,Haabersti,4.0,97.7,195000,paneelmaja,uus,2008.0,4.0
Köleri 14-4,Kadriorg,4.0,118.4,314000,puitmaja,uus,2019.0,3.0
Liikuri 18c-25,Lasnamäe,2.0,40.4,99790,kivimaja,uus,2020.0,7.0
Kesk-Ameerika 7,Kesklinn,2.0,50.6,152000,kivimaja,heas korras,2006.0,5.0
Priisle tee 30-38,Lasnamäe,1.0,33.9,77200,paneelmaja,uus,2019.0,3.0
Jahu 5-50,Põhja-Tallinn,3.0,90.7,365900,kivimaja,uus,2020.0,3.0
Vana-Kalamaja 6-3,Põhja-Tallinn,3.0,72.1,220000,kivimaja,uus,2019.0,4.0
Ehitajate tee 111,Haabersti,3.0,65.2,84700,paneelmaja,keskmises seisukorras,1984.0,17.0
Gonsiori 29-38,Kesklinn,3.0,77.7,209900,kivimaja,uus,2019.0,6.0
Uuslinna 9,Lasnamäe,2.0,60.5,138000,paneelmaja,uus,2015.0,5.0
Pöörise 7-29,Mustamäe,2.0,45.4,99000,paneelmaja,uus,2019.0,12.0
Adamsoni,Kesklinn,1.0,30.0,54990,puitmaja,vajab renoveerimist,1912.0,1.0
E. Vilde tee 70,Mustamäe,4.0,87.6,143000,kivimaja,renoveeritud,1970.0,9.0
Läänemere tee 70,Lasnamäe,2.0,53.0,91900,kivimaja,heas korras,2009.0,6.0
Kotzebue 14-21,Põhja-Tallinn,3.0,64.1,174000,kivimaja,uus,2018.0,5.0
Pärnu mnt 263B,Nõmme,2.0,44.7,83500,puitmaja,renoveeritud,1930.0,2.0
Toom-Kuninga 15-18,Kesklinn,3.0,66.1,185000,paneelmaja,uus,2019.0,8.0
Seebi tn 1-1008,Kristiine,2.0,44.9,146900,kivimaja,uus,2020.0,20.0
Toom-Kuninga 15-101,Kesklinn,3.0,63.3,209000,paneelmaja,uus,2019.0,8.0
Oksa tn // Seebi tn 2//4-8,Kristiine,3.0,65.2,160000,kivimaja,uus,2020.0,4.0
Rivi 4,Kristiine,1.0,35.4,59000,kivimaja,renoveeritud,1984.0,5.0
Aiandi 5/1-15,Mustamäe,2.0,43.6,101990,kivimaja,uus,2020.0,6.0
E. Vilde tee 70,Mustamäe,3.0,87.6,143000,kivimaja,keskmises seisukorras,1970.0,9.0
Sääse 14-18,Mustamäe,4.0,77.4,154900,kivimaja,uus,2019.0,10.0
Männiku tee 111-1,Nõmme,3.0,69.6,63000,puitmaja,keskmises seisukorras,1939.0,2.0
Narva mnt 128,Lasnamäe,2.0,53.0,119000,kivimaja,heas korras,2004.0,8.0
Väike-Patarei 1-1/3-29,Põhja-Tallinn,2.0,55.7,174000,paneelmaja,uus,2019.0,4.0
Asula 9,Kesklinn,3.0,80.2,169000,kivimaja,renoveeritud,1950.0,4.0
Paepargi 50/1-26,Lasnamäe,3.0,66.1,149000,paneelmaja,uus,2020.0,14.0
Lüüsi tn 4-7,Kesklinn,4.0,119.2,260000,kivimaja,uus,2019.0,6.0
Vabaõhumuuseumi tee,Haabersti,5.0,154.2,698000,kivimaja,uus,2017.0,9.0
Vanakuu 11,Haabersti,3.0,65.9,159000,kivimaja,uus,2018.0,4.0
Järveotsa tee 43,Haabersti,1.0,33.0,56000,paneelmaja,heas korras,1976.0,9.0
Kase 68,Pirita,2.0,53.0,106000,paneelmaja,heas korras,2006.0,5.0
Tammsaare tee 101,Mustamäe,2.0,43.6,88000,paneelmaja,renoveeritud,1968.0,5.0
Laulupeo 1,Kesklinn,3.0,82.1,197000,kivimaja,renoveeritud,1932.0,3.0
K. Kärberi 22,Lasnamäe,2.0,46.7,72500,kivimaja,renoveeritud,1984.0,5.0
Õismäe tee 122,Haabersti,2.0,49.3,68000,paneelmaja,vajab renoveerimist,1976.0,9.0
Seebi tn 1-405,Kesklinn,3.0,77.5,257900,kivimaja,uus,2020.0,20.0
Lõime 22,Põhja-Tallinn,2.0,65.1,94000,kivimaja,heas korras,1956.0,4.0
Aiandi 5/2-5,Mustamäe,2.0,44.1,103590,kivimaja,uus,2020.0,4.0
Priisle tee 30-7,Lasnamäe,1.0,34.9,76200,paneelmaja,uus,2019.0,3.0
Väike-Patarei 1-1/3-41,Põhja-Tallinn,2.0,55.4,193000,paneelmaja,uus,2019.0,4.0
Kivila 22,Lasnamäe,2.0,52.4,69999,paneelmaja,vajab san. remonti,1983.0,5.0
Tagala 10B-40,Haabersti,2.0,44.4,87000,kivimaja,uus,2019.0,4.0
Vilmsi 29,Kesklinn,2.0,68.4,159000,paneelmaja,heas korras,2003.0,4.0
Amburi 10,Põhja-Tallinn,2.0,38.6,57500,kivimaja,renoveeritud,1958.0,2.0
Priisle tee 4/2,Lasnamäe,3.0,65.3,105000,paneelmaja,uus,2007.0,9.0
Tõnismägi 11a-40,Kesklinn,3.0,70.3,235000,kivimaja,uus,2019.0,6.0
Puhangu 10,Põhja-Tallinn,1.0,16.0,36500,paneelmaja,renoveeritud,1970.0,5.0
Liikuri 18c-47,Lasnamäe,2.0,43.9,101790,kivimaja,uus,2020.0,7.0
Vilde tee 107,Mustamäe,2.0,45.2,84950,paneelmaja,renoveeritud,1965.0,5.0
Tõnismägi 11a-18,Kesklinn,4.0,99.0,309000,kivimaja,uus,2019.0,6.0
Pille 7/3-16,Kesklinn,3.0,68.5,197900,paneelmaja,uus,2019.0,6.0
Sanatooriumi 2a,Nõmme,3.0,56.6,139900,kivimaja,heas korras,2009.0,3.0
Sitsi 17,Põhja-Tallinn,1.0,30.1,61700,paneelmaja,vajab renoveerimist,1985.0,5.0
Seebi tn 1-204,Mustamäe,2.0,56.3,119900,kivimaja,uus,2020.0,20.0
Videviku 15-8,Kesklinn,2.0,46.7,159000,kivimaja,uus,2019.0,5.0
Pille 9/2-38,Kesklinn,3.0,68.3,187900,paneelmaja,uus,2020.0,6.0
Padriku tee 16/1,Pirita,2.0,54.7,130000,kivimaja,uus,2015.0,2.0
Vindi 1a,Kristiine,3.0,69.9,135000,kivimaja,heas korras,1982.0,5.0
Paekaare 22,Lasnamäe,3.0,66.0,85000,paneelmaja,keskmises seisukorras,1978.0,9.0
Ketraja 3,Põhja-Tallinn,2.0,42.2,110000,kivimaja,uus,2016.0,4.0
Mustakivi tee 25-319,Lasnamäe,2.0,56.5,97900,kivimaja,uus,2018.0,12.0
Jalami tn 1-62,Haabersti,3.0,68.1,148900,paneelmaja,uus,2019.0,8.0
Möldre tee 14,Nõmme,2.0,57.8,117000,kivimaja,uus,2004.0,3.0
Sammu 6A-18,Kristiine,3.0,76.0,174900,paneelmaja,uus,2019.0,5.0
Kaaruti 8-16,Haabersti,1.0,34.1,85900,paneelmaja,uus,2020.0,4.0
K.Kärberi 48,Lasnamäe,4.0,80.4,105900,paneelmaja,renoveeritud,1985.0,9.0
Gonsiori 29-35,Kesklinn,3.0,75.0,199900,kivimaja,uus,2019.0,6.0
Narva maantee 12,Kesklinn,3.0,63.2,179000,kivimaja,heas korras,1955.0,5.0
Suur-Ameerika 37,Kesklinn,1.0,26.5,65000,kivimaja,vajab san. remonti,1950.0,4.0
Läänemere tee 41-18,Lasnamäe,2.0,53.0,85000,paneelmaja,renoveeritud,1989.0,5.0
Seebi tn 1-1606,Kesklinn,2.0,45.3,158900,kivimaja,uus,2020.0,20.0
Tammsaare tee 99,Mustamäe,3.0,46.8,73000,paneelmaja,renoveeritud,1968.0,5.0
Tõnismägi 11a-53,Kesklinn,3.0,65.6,245000,kivimaja,uus,2019.0,6.0
Sõpruse pst 3,Kristiine,1.0,16.9,40099,paneelmaja,renoveeritud,1963.0,5.0
Kreutzwaldi 29,Kesklinn,2.0,63.3,152000,puitmaja,uus,2018.0,3.0
Keskuse 20-3,Mustamäe,2.0,43.3,70000,paneelmaja,keskmises seisukorras,1964.0,5.0
Kuukressi tee 3-1,Pirita,2.0,54.1,130000,paneelmaja,uus,2020.0,3.0
Rotermanni 10,Kesklinn,3.0,82.6,325000,kivimaja,renoveeritud,2013.0,7.0
Toom-Kuninga 15-92,Kesklinn,2.0,54.6,195000,paneelmaja,uus,2019.0,8.0
Kolde pst 74,Põhja-Tallinn,3.0,61.7,91900,paneelmaja,heas korras,1980.0,5.0
Majaka 54,Kesklinn,3.0,79.9,179000,kivimaja,uus,2019.0,4.0
Kuldnoka 4,Kristiine,3.0,81.6,167000,paneelmaja,uus,2013.0,6.0
Tuukri tn 64-55,Kesklinn,4.0,121.9,310000,kivimaja,uus,2018.0,5.0
Liikuri 5-39,Lasnamäe,3.0,66.5,150000,paneelmaja,uus,2020.0,8.0
Siidisaba 13/1,Kristiine,3.0,70.8,157000,kivimaja,uus,2006.0,3.0
Ehitajate tee 66,Mustamäe,2.0,43.2,78800,paneelmaja,renoveeritud,1969.0,5.0
Jahu 5-7,Põhja-Tallinn,4.0,98.0,364900,kivimaja,uus,2020.0,3.0
Paepargi 50/1-9,Lasnamäe,3.0,67.5,136000,paneelmaja,uus,2020.0,14.0
Sammu 6B-30,Kristiine,4.0,114.8,249900,paneelmaja,uus,2019.0,5.0
Tagala 10B-38,Haabersti,3.0,71.0,130000,kivimaja,uus,2019.0,4.0
Kopli tn. 98B,Põhja-Tallinn,3.0,47.9,73000,kivimaja,renoveeritud,1968.0,5.0
Tartu mnt 50a,Kesklinn,4.0,108.7,284900,kivimaja,uus,2012.0,13.0
Sõpruse pst 232,Mustamäe,2.0,43.5,80300,paneelmaja,renoveeritud,1968.0,9.0
Telliskivi 49,Põhja-Tallinn,2.0,43.5,156000,kivimaja,uus,2017.0,4.0
Mustamäe Tee 141,Mustamäe,2.0,44.9,79000,paneelmaja,renoveeritud,1970.0,9.0
Kaluri 6,Põhja-Tallinn,3.0,55.2,83000,kivimaja,renoveeritud,1970.0,4.0
C. R. Jakobsoni tn 13-35,Kesklinn,5.0,202.8,485000,kivimaja,uus,2019.0,6.0
Toom-Kuninga 15-24,Kesklinn,3.0,66.4,189000,paneelmaja,uus,2019.0,8.0
Valge tn 16-45,Lasnamäe,1.0,24.5,66000,kivimaja,uus,2019.0,5.0
Pöörise 7-16,Mustamäe,3.0,63.7,132000,paneelmaja,uus,2019.0,12.0
Merivälja tee 38,Pirita,2.0,46.7,134900,kivimaja,uus,2008.0,3.0
Kolde pst 84-60,Põhja-Tallinn,2.0,42.9,77000,paneelmaja,renoveeritud,1972.0,5.0
Gonsiori 17,Kesklinn,4.0,96.1,189000,kivimaja,renoveeritud,1939.0,5.0
Ümera 28B-33,Lasnamäe,2.0,47.6,84000,paneelmaja,uus,2020.0,9.0
Tatari 18,Kesklinn,2.0,75.4,158000,kivimaja,uus,2007.0,4.0
Vabaõhumuuseumi tee 1-21,Haabersti,3.0,98.3,294000,kivimaja,renoveeritud,2017.0,8.0
Paepargi 50/1-24,Lasnamäe,3.0,67.4,142000,paneelmaja,uus,2020.0,14.0
Jahu 5-2,Põhja-Tallinn,4.0,94.4,329900,kivimaja,uus,2020.0,3.0
Tagala 10A-15,Haabersti,3.0,71.0,132000,kivimaja,uus,2019.0,4.0
Pöörise 10-50,Mustamäe,3.0,53.2,112000,paneelmaja,uus,2019.0,14.0
Sammu 6-13,Kristiine,3.0,76.2,167900,paneelmaja,uus,2019.0,5.0
Tuvi 12/1,Kesklinn,4.0,109.8,345000,paneelmaja,heas korras,2002.0,8.0
Tedre 77,Kristiine,3.0,60.6,93000,paneelmaja,heas korras,1973.0,5.0
Ümera 28b,Lasnamäe,3.0,59.5,101200,paneelmaja,uus,2020.0,9.0
Laki 24-411,Mustamäe,1.0,13.7,44900,kivimaja,uus,2019.0,4.0
Suur-Patarei 20-17,Põhja-Tallinn,4.0,108.9,419265,paneelmaja,uus,2019.0,5.0
Pille 9/1-23,Kesklinn,3.0,82.9,223900,paneelmaja,uus,2020.0,4.0
Mustakivi tee 25-1214,Lasnamäe,4.0,103.9,154900,kivimaja,uus,2018.0,12.0
Ehitajate tee 91/1-30,Mustamäe,3.0,60.2,139000,paneelmaja,uus,2020.0,8.0
Pärnu maantee 110,Kesklinn,2.0,41.7,116000,kivimaja,uus,2007.0,15.0
Maakri 36,Kesklinn,2.0,48.8,136000,paneelmaja,heas korras,2003.0,19.0
Kopli,Põhja-Tallinn,2.0,68.3,250000,kivimaja,renoveeritud,1912.0,4.0
Jahu 5-7,Kesklinn,4.0,98.0,364900,kivimaja,uus,2020.0,3.0
Killustiku 7,Lasnamäe,3.0,65.5,90000,kivimaja,heas korras,1960.0,2.0
Aiandi 5/1-29,Mustamäe,2.0,43.1,101990,kivimaja,uus,2020.0,6.0
Narva mnt 148,Lasnamäe,3.0,70.0,148000,kivimaja,uus,2008.0,8.0
Kuukressi tee 1,Pirita,2.0,54.1,125000,paneelmaja,uus,2020.0,3.0
Männiku tee 111-8,Nõmme,2.0,42.6,62900,puitmaja,keskmises seisukorras,1939.0,2.0
Lehiste puiestee 15-4,Nõmme,2.0,42.6,72000,kivimaja,renoveeritud,1975.0,2.0
Pikk 62,Vanalinn,3.0,82.1,269000,kivimaja,heas korras,1500.0,5.0
Aiandi 5/3-16,Mustamäe,3.0,59.1,125590,kivimaja,uus,2020.0,8.0
Pärnu maantee 33-701,Kesklinn,5.0,278.6,1538000,kivimaja,uus,2020.0,8.0
J. Vilmsi tänav 7-1,Kadriorg,3.0,95.7,199900,puitmaja,renoveeritud,2019.0,3.0
Toom-Kuninga 15-7,Kesklinn,3.0,64.0,175000,paneelmaja,uus,2019.0,8.0
Ümera 28A-64,Lasnamäe,3.0,68.4,117000,paneelmaja,uus,2018.0,9.0
Lüüsi tn 4-47,Kesklinn,4.0,92.9,280000,kivimaja,uus,2019.0,6.0
Tagala 10B-54,Haabersti,3.0,71.0,136000,kivimaja,uus,2019.0,4.0
Pikaliiva 22-11,Haabersti,1.0,33.3,84900,paneelmaja,uus,2020.0,4.0
Roosikrantsi tn 21,Kesklinn,2.0,42.8,142000,kivimaja,renoveeritud,1958.0,5.0
Astangu 18-103,Haabersti,2.0,49.7,94900,paneelmaja,uus,2019.0,5.0
Liikuri 18b-3,Lasnamäe,2.0,39.1,94490,kivimaja,uus,2019.0,4.0
Tartu mnt 84a,Kesklinn,1.0,37.5,109000,kivimaja,heas korras,2006.0,14.0
Valge tn 10e-16,Lasnamäe,4.0,88.4,269000,kivimaja,uus,2020.0,4.0
Pirita tee 26B-41,Kadriorg,3.0,72.2,181900,kivimaja,uus,2017.0,4.0
Liikuri 5-44,Lasnamäe,2.0,46.8,110000,paneelmaja,uus,2020.0,8.0
V. Reimani 3,Kesklinn,2.0,59.0,152000,kivimaja,renoveeritud,1957.0,4.0
Oksa tn // Seebi tn 2//4-6,Kristiine,2.0,43.2,115000,paneelmaja,uus,2020.0,4.0
Sütiste tee 3,Mustamäe,2.0,42.9,77000,kivimaja,heas korras,1970.0,5.0
Ehitajate tee 91/2-19,Mustamäe,2.0,36.5,91000,kivimaja,uus,2020.0,8.0
Liikuri 18c-10,Lasnamäe,3.0,53.5,123290,kivimaja,uus,2020.0,7.0
Männiku tee 76,Nõmme,2.0,79.8,150000,puitmaja,uus,2018.0,3.0
Väike-Ameerika 1,Kesklinn,1.0,26.5,79900,kivimaja,heas korras,1961.0,4.0
Mooni 9,Kristiine,2.0,50.9,115000,puitmaja,renoveeritud,1934.0,3.0
Sääse 14-28,Mustamäe,4.0,77.4,158900,kivimaja,uus,2019.0,10.0
Taludevahe tn 114,Haabersti,3.0,72.4,125000,kivimaja,heas korras,2008.0,4.0
Lasnamäe tn 16,Lasnamäe,2.0,35.5,96000,kivimaja,uus,2019.0,6.0
Valge tn 16-85,Lasnamäe,4.0,80.5,227000,kivimaja,uus,2019.0,5.0
Männiku tee 111,Nõmme,2.0,38.4,80000,puitmaja,renoveeritud,1939.0,2.0
Soo 1b,Põhja-Tallinn,3.0,91.4,252000,kivimaja,heas korras,2013.0,4.0
Kalevipoja põik 1,Lasnamäe,4.0,79.6,115000,palkmaja,renoveeritud,1997.0,9.0
Lahepea 9-26,Haabersti,2.0,62.5,160000,kivimaja,uus,2019.0,4.0
Liikuri 18c-12,Lasnamäe,3.0,62.4,130290,kivimaja,uus,2020.0,7.0
Seebi tn 1-709,Kesklinn,3.0,69.1,249900,kivimaja,uus,2020.0,20.0
Vilde tee 86,Mustamäe,1.0,29.5,52900,paneelmaja,vajab renoveerimist,1967.0,5.0
Lai 32,Vanalinn,3.0,101.1,365000,kivimaja,renoveeritud,1926.0,3.0
Laki 24-301,Mustamäe,1.0,15.5,49990,kivimaja,uus,2019.0,4.0
Valdeku tn 9,Nõmme,3.0,86.3,159000,puitmaja,heas korras,1932.0,2.0
Remmelga 4-8,Nõmme,3.0,72.7,153900,kivimaja,uus,2020.0,4.0
Pöörise 7-2,Mustamäe,2.0,45.1,98000,paneelmaja,uus,2019.0,12.0
Pirita tee 20a-A21,Kesklinn,2.0,67.2,225000,paneelmaja,uus,2017.0,10.0
Sõpruse pst. 250,Mustamäe,2.0,45.2,82000,paneelmaja,renoveeritud,1968.0,9.0
A.H. Tammsaare tee 125,Mustamäe,2.0,43.9,73000,paneelmaja,heas korras,1967.0,5.0
Valge tn 10e-24,Lasnamäe,1.0,27.3,83900,kivimaja,uus,2020.0,4.0
Pirita tee 26,Kesklinn,2.0,64.3,228000,kivimaja,heas korras,2015.0,9.0
Vabaõhumuuseumi tee 1-23,Haabersti,3.0,79.3,265500,kivimaja,renoveeritud,2017.0,9.0
Tuukri tn 1b,Kesklinn,4.0,79.8,181900,kivimaja,uus,2018.0,6.0
Järve 2-209,Kristiine,2.0,46.0,150500,paneelmaja,uus,2019.0,18.0
Tagala 10A-6,Haabersti,3.0,71.0,132000,kivimaja,uus,2019.0,4.0
Mooni 60,Kristiine,3.0,60.1,99900,paneelmaja,renoveeritud,1974.0,9.0
Juurdeveo tn 22,Kesklinn,5.0,128.5,285000,kivimaja,uus,2017.0,2.0
Tatari tn 46-23,Kesklinn,2.0,60.5,145000,kivimaja,uus,1960.0,5.0
Sõpruse pst 236,Mustamäe,2.0,43.2,79000,paneelmaja,renoveeritud,1966.0,5.0
Meeliku 23/2,Lasnamäe,2.0,58.5,111000,paneelmaja,uus,2012.0,5.0
Punane 13,Lasnamäe,2.0,46.7,60000,kivimaja,vajab renoveerimist,1971.0,5.0
Kajaka 4,Kristiine,3.0,63.8,117000,kivimaja,vajab san. remonti,1983.0,5.0
Pöörise 10-37,Mustamäe,2.0,45.4,95000,paneelmaja,uus,2019.0,14.0
Kotka 1,Kristiine,1.0,11.8,30000,kivimaja,vajab renoveerimist,1966.0,5.0
Liikuri 18c-60,Lasnamäe,3.0,61.1,128080,kivimaja,uus,2020.0,7.0
Pille 7/4-9,Kesklinn,3.0,78.9,210900,paneelmaja,uus,2019.0,6.0
P.Pinna tn 6a,Lasnamäe,2.0,47.2,117000,paneelmaja,heas korras,2016.0,11.0
Ehte tn 2,Põhja-Tallinn,2.0,39.2,85000,paneelmaja,heas korras,1979.0,16.0
Poordi 3,Kesklinn,2.0,56.1,225000,kivimaja,uus,2016.0,6.0
Jahu 5-21,Kesklinn,2.0,53.6,175900,kivimaja,uus,2020.0,3.0
Vana-Kuuli 15/2,Lasnamäe,4.0,97.3,199000,paneelmaja,uus,2015.0,8.0
Kauba 3,Kesklinn,2.0,30.5,65000,puitmaja,renoveeritud,1927.0,2.0
Kraavi 11,Nõmme,4.0,109.8,179000,kivimaja,heas korras,2004.0,3.0
Õismäe tee 9,Haabersti,3.0,66.3,79000,paneelmaja,vajab san. remonti,1975.0,5.0
Endla 24,Kesklinn,3.0,64.8,122000,kivimaja,renoveeritud,1949.0,3.0
Sammu 6A-19,Kristiine,3.0,73.1,174900,paneelmaja,uus,2019.0,5.0
Koskla 5,Kristiine,3.0,60.3,107000,paneelmaja,renoveeritud,1970.0,5.0
Valge 6A/2-2,Lasnamäe,3.0,59.2,153000,kivimaja,uus,2020.0,4.0
Tihase 2A,Kristiine,2.0,44.0,86900,puitmaja,heas korras,1958.0,2.0
Pille 7/3-20,Kesklinn,4.0,115.3,337900,paneelmaja,uus,2019.0,6.0
Toom-Kuninga 15-15,Kesklinn,3.0,85.6,235000,paneelmaja,uus,2019.0,8.0
Sääse 14-43,Mustamäe,4.0,77.4,169900,kivimaja,uus,2019.0,10.0
Paldiski mnt 21-7,Kesklinn,2.0,62.3,174000,paneelmaja,uus,2019.0,5.0
Liikuri 32,Lasnamäe,3.0,61.3,99900,kivimaja,heas korras,1987.0,9.0
Järve 2-224,Kristiine,4.0,123.2,369600,paneelmaja,uus,2019.0,18.0
Räga 10,Haabersti,4.0,97.7,188500,paneelmaja,uus,2008.0,4.0
Kärberi 34,Lasnamäe,2.0,96.1,115000,kivimaja,keskmises seisukorras,1995.0,10.0
Narva mnt 128,Kadriorg,3.0,77.1,215000,kivimaja,heas korras,2004.0,9.0
Koidu tn 99-40,Kesklinn,2.0,60.7,165000,kivimaja,uus,2019.0,5.0
Seebi tn 1-1008,Kesklinn,2.0,44.9,146900,kivimaja,uus,2020.0,20.0
Toom-Kuninga 15-6,Kesklinn,3.0,66.0,169000,paneelmaja,uus,2019.0,8.0
Tartu mnt 51,Kesklinn,3.0,70.2,160000,kivimaja,keskmises seisukorras,2007.0,5.0
Gonsiori 29-68,Kesklinn,3.0,86.0,204900,kivimaja,uus,2019.0,6.0
Erika 10,Põhja-Tallinn,1.0,27.3,60000,kivimaja,renoveeritud,1970.0,5.0
Narva mnt 86-6,Kadriorg,3.0,71.5,219350,kivimaja,uus,2019.0,3.0
Vihuri 1,Põhja-Tallinn,2.0,45.1,77000,kivimaja,keskmises seisukorras,1974.0,5.0
Järveotsa tee 43-32,Haabersti,3.0,65.6,90000,paneelmaja,renoveeritud,1979.0,9.0
Mahtra tn 4,Lasnamäe,3.0,65.0,75000,paneelmaja,vajab san. remonti,1986.0,9.0
Mustakivi tee 25,Lasnamäe,2.0,56.0,99500,kivimaja,uus,2018.0,12.0
Puhangu 30,Põhja-Tallinn,3.0,48.5,70000,paneelmaja,vajab renoveerimist,1966.0,5.0
Liikuri 8a,Lasnamäe,3.0,76.4,145900,kivimaja,heas korras,2006.0,8.0
Pöörise 10-7,Mustamäe,2.0,45.1,95000,paneelmaja,uus,2019.0,14.0
Kiive tn 10-20,Lasnamäe,3.0,50.0,105000,puitmaja,uus,2019.0,3.0
Sitsi 18,Põhja-Tallinn,2.0,47.2,89000,paneelmaja,renoveeritud,1985.0,5.0
Mahla tn 82,Nõmme,1.0,30.6,53900,kivimaja,renoveeritud,1982.0,5.0
Astangu 19/1,Haabersti,2.0,55.8,104900,paneelmaja,uus,2017.0,8.0
Toom-Kuninga 15-17,Kesklinn,2.0,52.5,155000,paneelmaja,uus,2019.0,8.0
Toom-Kuninga 15-104,Kesklinn,3.0,63.5,225000,paneelmaja,uus,2019.0,8.0
Liivaoja 1d,Kesklinn,3.0,74.0,150000,kivimaja,heas korras,2006.0,4.0
Ehitajate tee 91/2-27,Mustamäe,3.0,56.2,123000,kivimaja,uus,2020.0,8.0
Valdeku 105,Nõmme,1.0,11.5,34000,paneelmaja,renoveeritud,1963.0,5.0
