street,district,rooms,area,price,material,condition,year_built,total_floors
Padriku tee 14/5,Pirita,3.0,72.1,169900,paneelmaja,uus,2007.0,4.0
Aiandi 5/2-20,Mustamäe,3.0,56.9,145590,kivimaja,uus,2020.0,4.0
Merekalju tänav 5-6,Haabersti,3.0,103.2,343000,kivimaja,uus,2020.0,3.0
Valge tn 16-81,Lasnamäe,4.0,82.0,217000,kivimaja,uus,2019.0,5.0
Pöörise 7-47,Mustamäe,2.0,45.4,102000,paneelmaja,uus,2020.0,12.0
Vikerlase 26,Lasnamäe,2.0,52.9,80000,paneelmaja,renoveeritud,1981.0,5.0
Mahtra 8,Lasnamäe,2.0,53.0,75000,paneelmaja,heas korras,1982.0,5.0
Astangu 20,Haabersti,2.0,48.6,97500,kivimaja,uus,2019.0,5.0
Võidujooksu 7-11,Lasnamäe,2.0,40.3,108290,kivimaja,uus,2020.0,7.0
Päevalille 4-71,Mustamäe,2.0,39.6,112900,paneelmaja,uus,2020.0,15.0
Kolde puiestee 80,Põhja-Tallinn,2.0,43.5,69000,paneelmaja,renoveeritud,1966.0,5.0
Jalami tn 1-29,Haabersti,3.0,62.4,130900,paneelmaja,uus,2019.0,8.0
Päevalille 4-106,Haabersti,2.0,39.6,122900,paneelmaja,uus,2020.0,15.0
Põhja pst 5,Põhja-Tallinn,2.0,51.8,174000,kivimaja,heas korras,2016.0,6.0
Vihuri 1,Põhja-Tallinn,2.0,45.1,91900,kivimaja,renoveeritud,1978.0,5.0
Järve 2-143,Kristiine,4.0,90.3,235300,paneelmaja,uus,2020.0,18.0
Vilde tee 56,Mustamäe,4.0,88.3,135000,kivimaja,heas korras,1972.0,9.0
Linnamäe tee 24,Lasnamäe,1.0,32.7,59500,paneelmaja,renoveeritud,1986.0,9.0
Tuukri tn 1b-55,Kesklinn,4.0,79.8,194250,kivimaja,uus,2018.0,6.0
Kaubamaja tn 6,Kesklinn,3.0,104.9,248000,kivimaja,renoveeritud,1979.0,7.0
Siidisaba 10,Kristiine,2.0,44.8,135000,kivimaja,uus,2014.0,3.0
Valge tn 10e-5,Lasnamäe,2.0,45.5,118900,kivimaja,uus,2019.0,4.0
Kadaka tee 165,Mustamäe,2.0,44.3,74900,paneelmaja,renoveeritud,1965.0,5.0
Tööstuse 39,Põhja-Tallinn,3.0,62.5,174600,kivimaja,uus,2018.0,3.0
Kadaka tee 141a-54,Mustamäe,3.0,56.2,129000,kivimaja,uus,2019.0,8.0
Heli 3/2,Mustamäe,1.0,34.0,94000,kivimaja,uus,2018.0,8.0
Seebi tn 1-303,Kristiine,2.0,62.9,139900,kivimaja,uus,2020.0,20.0
Seebi tn 1-202,Kristiine,3.0,67.5,149900,kivimaja,uus,2020.0,20.0
Falgi tee 6 // Toompuiestee 18-9,Kesklinn,3.0,76.2,189900,palkmaja,uus,2017.0,3.0
Järveotsa 3,Haabersti,3.0,65.7,98000,paneelmaja,renoveeritud,1977.0,9.0
Noorkuu 1-12,Haabersti,3.0,73.7,159000,kivimaja,uus,2016.0,4.0
Mäepealse 29-1,Nõmme,2.0,58.3,124900,paneelmaja,uus,2020.0,6.0
Priisle tee 30-36,Lasnamäe,1.0,35.0,79200,paneelmaja,uus,2019.0,3.0
Jahu 5-31,Põhja-Tallinn,3.0,78.7,267900,kivimaja,uus,2020.0,2.0
Paldiski mnt 82D-3,Haabersti,2.0,50.3,134900,paneelmaja,uus,2019.0,5.0
Tondi 16,Kesklinn,3.0,82.3,140000,kivimaja,renoveeritud,1957.0,3.0
Mäepealse 29-6,Nõmme,3.0,66.4,139900,paneelmaja,uus,2020.0,6.0
Tööstuse  58,Põhja-Tallinn,3.0,63.6,123000,kivimaja,renoveeritud,1957.0,3.0
Tondi 44,Kristiine,2.0,54.3,95000,kivimaja,keskmises seisukorras,1960.0,4.0
Paldiski mnt 82B-14,Haabersti,3.0,71.0,162500,paneelmaja,uus,2019.0,6.0
Tööstuse 47D-35,Põhja-Tallinn,6.0,126.6,384900,kivimaja,uus,2018.0,5.0
Vasara 24,Põhja-Tallinn,1.0,28.1,63900,kivimaja,renoveeritud,1969.0,5.0
Paldiski mnt 183,Haabersti,4.0,84.0,112500,paneelmaja,renoveeritud,1976.0,5.0
Jõeküla tee 18/3-13,Haabersti,2.0,44.2,124900,kivimaja,uus,2020.0,2.0
Paldiski mnt 82D-10,Haabersti,3.0,66.1,162900,paneelmaja,uus,2019.0,5.0
Vanakuu tn 9,Haabersti,2.0,46.2,105000,kivimaja,uus,2018.0,4.0
Raua 59-2,Kadriorg,3.0,72.4,195900,paneelmaja,uus,2018.0,6.0
A.Kapi 5-9,Kesklinn,3.0,63.6,169000,kivimaja,renoveeritud,1934.0,4.0
Õismäe tee 121,Haabersti,2.0,46.6,77900,paneelmaja,renoveeritud,1976.0,5.0
Pelguranna tn 19,Põhja-Tallinn,1.0,26.9,52000,kivimaja,san. remont tehtud,1960.0,4.0
Kärberi 16,Lasnamäe,4.0,66.8,106500,paneelmaja,renoveeritud,1984.0,5.0
Kase 68,Lasnamäe,3.0,67.7,145900,paneelmaja,heas korras,2006.0,5.0
Vaablase 1,Mustamäe,3.0,64.0,98500,paneelmaja,renoveeritud,1970.0,5.0
Uus-Tatari tn 12,Kesklinn,3.0,63.2,184000,kivimaja,keskmises seisukorras,2014.0,5.0
Ehitajate tee 31,Mustamäe,2.0,42.6,64990,paneelmaja,vajab san. remonti,1963.0,5.0
Sammu 6B-12,Kristiine,3.0,76.2,164900,paneelmaja,uus,2019.0,5.0
Akadeemia tee 4,Mustamäe,2.0,44.0,64900,paneelmaja,vajab renoveerimist,1965.0,5.0
Ehitajate tee 51,Mustamäe,1.0,30.1,58000,paneelmaja,renoveeritud,1963.0,5.0
Filmi tn 5-13,Kesklinn,3.0,74.9,189000,kivimaja,renoveeritud,2018.0,5.0
Paepargi 50/1-18,Lasnamäe,2.0,56.5,119000,paneelmaja,uus,2020.0,14.0
Nelgi 30a,Nõmme,2.0,43.3,72000,kivimaja,renoveeritud,1984.0,5.0
Tuulemaa 23,Põhja-Tallinn,2.0,51.4,72000,kivimaja,vajab renoveerimist,1974.0,5.0
Filmi tn 5-13,Kadriorg,3.0,74.9,189000,kivimaja,uus,2018.0,5.0
Õismäe tee 87/KORTER JÄRELMAKSUGA,Haabersti,3.0,70.1,86000,paneelmaja,keskmises seisukorras,1975.0,5.0
Remmelga 4-1,Nõmme,4.0,80.5,162900,kivimaja,uus,2020.0,4.0
Tartu mnt 65,Kesklinn,3.0,92.8,206000,kivimaja,renoveeritud,1999.0,6.0
Paepargi 50/1-27,Lasnamäe,4.0,101.8,194000,paneelmaja,uus,2020.0,14.0
Herne 23,Kesklinn,3.0,81.7,170000,kivimaja,uus,2007.0,4.0
Paepargi 50/1-43,Lasnamäe,2.0,56.5,129000,paneelmaja,uus,2020.0,14.0
Nurme 22,Nõmme,2.0,48.7,109900,kivimaja,renoveeritud,1955.0,3.0
Juurdeveo 22a,Kesklinn,4.0,99.4,220000,kivimaja,uus,2017.0,2.0
Tuukri tn 64-51,Kesklinn,4.0,121.9,289000,kivimaja,uus,2018.0,5.0
Sammu 6A-29,Kristiine,4.0,114.0,254900,paneelmaja,uus,2019.0,5.0
Mustakivi tee 25-1015,Lasnamäe,2.0,56.4,96900,kivimaja,renoveeritud,2018.0,12.0
Sõle 33,Põhja-Tallinn,2.0,47.5,96900,kivimaja,renoveeritud,1966.0,5.0
Maakri 44,Kesklinn,2.0,60.6,126000,kivimaja,renoveeritud,1957.0,4.0
sõpruse pst 173,Mustamäe,3.0,61.0,99900,paneelmaja,renoveeritud,1971.0,5.0
Pärnu mnt 130-4,Kesklinn,2.0,61.1,109000,kivimaja,keskmises seisukorras,2008.0,8.0
Jõeküla tee 18/3-9,Haabersti,4.0,108.0,229000,kivimaja,uus,2020.0,2.0
Orase 7,Põhja-Tallinn,2.0,32.6,98000,puitmaja,uus,1939.0,2.0
Mahla 78,Nõmme,1.0,21.8,52500,kivimaja,renoveeritud,1977.0,5.0
Jõeküla tee 18/3-11,Haabersti,4.0,70.0,188900,kivimaja,uus,2020.0,2.0
Tornimae 7,Kesklinn,2.0,49.0,165000,paneelmaja,uus,2006.0,30.0
Narva maantee 22,Kesklinn,3.0,146.9,425000,kivimaja,renoveeritud,1923.0,6.0
Astangu 19/1,Haabersti,2.0,55.4,111000,paneelmaja,uus,2017.0,8.0
Pärnu mnt 110,Kesklinn,4.0,89.0,219000,kivimaja,keskmises seisukorras,2006.0,15.0
Pikri 5,Lasnamäe,4.0,75.9,112900,paneelmaja,renoveeritud,1982.0,9.0
Tagala 10A-26,Haabersti,4.0,80.6,155000,kivimaja,uus,2019.0,4.0
Kopli 52/2,Põhja-Tallinn,1.0,26.5,58000,puitmaja,renoveeritud,1950.0,2.0
Uus-Maleva tn 9,Põhja-Tallinn,2.0,48.0,73000,kivimaja,renoveeritud,1969.0,5.0
Järveotsa tee 5,Haabersti,1.0,32.9,63000,paneelmaja,heas korras,1977.0,9.0
Tõnismägi 11a-34,Kesklinn,3.0,111.2,405000,kivimaja,uus,2019.0,6.0
Gonsiori 29-74,Kesklinn,3.0,73.8,189900,kivimaja,uus,2019.0,6.0
Kopli 67-10,Põhja-Tallinn,2.0,54.7,94500,kivimaja,renoveeritud,1955.0,3.0
Pronksi 7,Kesklinn,4.0,80.0,159900,kivimaja,san. remont tehtud,1983.0,7.0
Vormsi tn 16,Lasnamäe,2.0,49.2,77900,paneelmaja,renoveeritud,1989.0,9.0
Sammu 6-27,Kristiine,3.0,76.2,174900,paneelmaja,uus,2019.0,5.0
Staapli 4-61,Põhja-Tallinn,5.0,149.7,499900,paneelmaja,uus,2017.0,6.0
Toom-Kuninga 15-95,Kesklinn,2.0,53.0,179000,paneelmaja,uus,2019.0,8.0
Aiandi 5/2-18,Mustamäe,4.0,81.2,169590,kivimaja,uus,2020.0,4.0
Kuukressi tee 1-9,Pirita,2.0,54.1,129000,paneelmaja,uus,2020.0,3.0
Kivila tn 5,Lasnamäe,4.0,64.3,92000,paneelmaja,vajab san. remonti,1984.0,9.0
Vikerlase 15,Lasnamäe,1.0,34.8,56000,paneelmaja,keskmises seisukorras,1983.0,9.0
Juhkentali 40,Kesklinn,2.0,42.7,129900,kivimaja,uus,2016.0,3.0
Randla 14,Põhja-Tallinn,2.0,38.9,73000,kivimaja,renoveeritud,1961.0,4.0
Liikuri 18c-40,Lasnamäe,3.0,61.8,125290,kivimaja,uus,2020.0,7.0
Paldiski mnt 82B-32,Haabersti,3.0,76.0,199900,paneelmaja,uus,2019.0,6.0
Retke tee 22,Mustamäe,3.0,61.0,92000,paneelmaja,renoveeritud,1970.0,5.0
Paldiski mnt 153,Haabersti,3.0,65.0,108000,paneelmaja,renoveeritud,1982.0,16.0
Staapli tn 3,Põhja-Tallinn,4.0,135.3,328800,kivimaja,uus,2019.0,6.0
Sõpruse pst. 245,Mustamäe,3.0,66.4,110000,paneelmaja,renoveeritud,1968.0,5.0
Pöörise 7-13,Mustamäe,2.0,49.0,105000,paneelmaja,uus,2019.0,12.0
Tagala 10B-47,Haabersti,3.0,71.0,133000,kivimaja,uus,2019.0,4.0
Tõnismägi 11a-38,Kesklinn,4.0,95.5,291000,kivimaja,uus,2019.0,6.0
Järve 2-211,Kristiine,2.0,43.8,140500,paneelmaja,uus,2019.0,18.0
Läänemere 17,Lasnamäe,1.0,32.8,52900,paneelmaja,heas korras,1987.0,9.0
Kärberi 60,Lasnamäe,2.0,49.2,69900,paneelmaja,vajab renoveerimist,1985.0,9.0
Lahepea 9-42,Põhja-Tallinn,2.0,54.8,150000,kivimaja,uus,2019.0,4.0
Õismäe tee 3,Haabersti,2.0,52.3,80000,paneelmaja,heas korras,1975.0,5.0
Majaka põik 3,Lasnamäe,3.0,60.8,109000,kivimaja,renoveeritud,1946.0,3.0
Raua 63-2,Kadriorg,5.0,125.9,317000,puitmaja,uus,2019.0,3.0
Pärnu mnt 110,Kesklinn,3.0,73.9,145000,kivimaja,uus,2006.0,6.0
Toom-Kuninga 15-9,Kesklinn,3.0,85.6,229000,paneelmaja,uus,2019.0,8.0
Võru tn 9,Lasnamäe,1.0,32.6,57000,paneelmaja,renoveeritud,1980.0,5.0
Madara 5-8,Kristiine,4.0,99.0,270000,kivimaja,uus,2019.0,3.0
Narva mnt 2,Kesklinn,2.0,51.5,127000,kivimaja,vajab renoveerimist,1948.0,7.0
Seebi tn 1-1606,Kristiine,2.0,45.3,158900,kivimaja,uus,2020.0,20.0
Aiandi 5/2-20,Mustamäe,3.0,56.9,129590,kivimaja,uus,2020.0,4.0
Kärneri 6/1,Haabersti,4.0,89.9,199000,kivimaja,uus,2015.0,3.0
Kolde pst. 96,Põhja-Tallinn,3.0,60.9,98500,paneelmaja,renoveeritud,1972.0,5.0
Pille 9/1-B16,Kesklinn,1.0,36.3,106900,paneelmaja,uus,2020.0,4.0
Liikuri 5-55,Lasnamäe,3.0,66.6,153000,paneelmaja,uus,2020.0,8.0
Kuukressi tee 1-7,Pirita,3.0,70.4,154000,paneelmaja,uus,2020.0,3.0
Pöörise 10-40,Mustamäe,1.0,33.6,74000,paneelmaja,uus,2019.0,14.0
Pärnu mnt 129c/2,Kesklinn,2.0,50.2,125000,kivimaja,heas korras,2008.0,6.0
Kaaruti 8-29,Haabersti,2.0,49.3,123900,paneelmaja,uus,2020.0,4.0
Lai 9,Vanalinn,5.0,207.4,1250000,kivimaja,uus,1791.0,3.0
Laki 24-329,Mustamäe,1.0,16.9,64900,kivimaja,uus,2019.0,4.0
Narva mnt 38,Kesklinn,3.0,79.2,172900,kivimaja,heas korras,1982.0,7.0
Valdeku 120,Nõmme,3.0,64.0,87500,kivimaja,keskmises seisukorras,1959.0,3.0
Kuldnoka 6,Kristiine,2.0,43.1,89000,kivimaja,renoveeritud,1973.0,9.0
Ümera 28B-9,Lasnamäe,3.0,59.5,102400,paneelmaja,uus,2020.0,9.0
Kuukressi tee 3-8,Pirita,3.0,66.2,147000,paneelmaja,uus,2020.0,3.0
Tehnika 61,Kesklinn,3.0,83.4,185000,puitmaja,uus,1939.0,3.0
Tulika 38,Kristiine,2.0,35.6,78000,puitmaja,heas korras,1930.0,3.0
Tagala 10B-59,Haabersti,3.0,71.0,139000,kivimaja,uus,2019.0,4.0
Astangu 18-106,Haabersti,4.0,84.0,168900,paneelmaja,uus,2019.0,5.0
Ümera 21,Lasnamäe,1.0,32.7,49900,paneelmaja,keskmises seisukorras,1986.0,5.0
Järve 2-183,Kristiine,2.0,43.8,125000,paneelmaja,uus,2019.0,18.0
Mustakivi tee 25-302,Lasnamäe,3.0,59.0,110900,kivimaja,uus,2018.0,12.0
Liikuri 18c-43,Lasnamäe,2.0,40.1,98790,kivimaja,uus,2020.0,7.0
Lüüsi tn 4-48,Kesklinn,6.0,139.9,430000,kivimaja,uus,2019.0,6.0
Paepargi 50/1-65,Lasnamäe,3.0,63.6,152000,paneelmaja,uus,2020.0,14.0
Sütiste tee 33,Mustamäe,2.0,43.1,81700,paneelmaja,renoveeritud,1972.0,9.0
Kivila 16,Lasnamäe,3.0,64.0,87000,paneelmaja,vajab san. remonti,1983.0,9.0
Köleri 14-6,Kadriorg,2.0,43.6,130000,puitmaja,uus,2019.0,3.0
Suur-Patarei tn 25,Põhja-Tallinn,2.0,31.9,83500,kivimaja,renoveeritud,1961.0,5.0
Gonsiori 29-3,Kesklinn,1.0,40.7,111900,kivimaja,uus,2019.0,6.0
Koorti 16,Lasnamäe,2.0,53.0,75000,kivimaja,keskmises seisukorras,1983.0,14.0
Narva mnt 128,Kesklinn,3.0,77.1,215000,kivimaja,heas korras,2004.0,9.0
Kärneri tn 1,Haabersti,3.0,66.5,128000,paneelmaja,uus,2007.0,8.0
Punane tn,Lasnamäe,2.0,44.0,66990,paneelmaja,heas korras,1978.0,9.0
Ehitajate tee 42,Mustamäe,2.0,45.4,71800,paneelmaja,renoveeritud,1964.0,5.0
Rivi tn 4,Kristiine,1.0,35.5,65000,kivimaja,san. remont tehtud,1984.0,5.0
Priisle tee 30-39,Lasnamäe,1.0,36.5,77000,paneelmaja,uus,2019.0,3.0
Jahu 5-22,Kesklinn,1.0,33.0,114900,kivimaja,uus,2020.0,3.0
Hospidali 4,Kesklinn,2.0,51.6,90000,kivimaja,keskmises seisukorras,1947.0,4.0
Tööstuse 5,Põhja-Tallinn,2.0,40.0,65000,puitmaja,renoveeritud,1912.0,6.6790013374944275
Sõpruse pst 188,Mustamäe,2.0,43.0,79500,paneelmaja,renoveeritud,1970.0,9.0
Oksa tn // Seebi tn 2//4-16,Kristiine,2.0,40.1,110000,kivimaja,uus,2020.0,4.0
Härjapea 28-2,Põhja-Tallinn,1.0,26.3,53000,palkmaja,renoveeritud,1926.0,2.0
Lasnamäe tn 16,Kesklinn,4.0,98.5,264000,kivimaja,uus,2019.0,2.0
Veerenni 36a/1-1,Kesklinn,4.0,118.0,289900,paneelmaja,uus,2020.0,3.0
Taludevahe 65-14,Haabersti,3.0,67.4,134000,kivimaja,uus,2017.0,4.0
Sõpruse pst 31,Kristiine,2.0,45.1,120000,kivimaja,uus,2008.0,5.0
Tööstuse 85,Põhja-Tallinn,1.0,30.1,58600,paneelmaja,keskmises seisukorras,1962.0,5.0
Linnamäe tee 38b,Lasnamäe,2.0,50.0,93500,kivimaja,uus,2018.0,5.0
Pärnu mnt 291,Nõmme,2.0,42.6,79900,puitmaja,vajab renoveerimist,1938.0,4.0
Linnamäe tee 1,Lasnamäe,2.0,49.5,68000,paneelmaja,keskmises seisukorras,1988.0,9.0
Jahu 5-49,Põhja-Tallinn,1.0,32.6,145900,kivimaja,uus,2020.0,3.0
Paljandi 2/2,Haabersti,2.0,47.5,155000,paneelmaja,heas korras,2006.0,4.0
Liikuri 5-37,Lasnamäe,2.0,46.8,110000,paneelmaja,uus,2020.0,8.0
Pae tn 15,Lasnamäe,3.0,56.0,95000,paneelmaja,renoveeritud,1962.0,5.0
Koidu 62,Kesklinn,1.0,36.2,99000,kivimaja,uus,2008.0,6.0
Tagala 10A,Haabersti,2.0,66.4,122000,kivimaja,uus,2019.0,4.0
Kuukressi tee 3-10,Pirita,4.0,87.0,181900,paneelmaja,uus,2020.0,3.0
Tulika tn 24,Kristiine,1.0,23.0,59000,puitmaja,renoveeritud,1932.0,3.0
Kungla 5a,Põhja-Tallinn,1.0,20.1,59900,puitmaja,renoveeritud,1911.0,2.0
Narva mnt 86,Kadriorg,2.0,52.4,157200,kivimaja,uus,2019.0,2.0
Pirita tee 26,Kesklinn,4.0,121.9,485000,kivimaja,uus,2005.0,9.0
Liikuri 18a,Lasnamäe,3.0,51.0,125000,kivimaja,uus,2019.0,7.0
Hermanni 2,Kesklinn,3.0,76.7,136000,kivimaja,renoveeritud,1999.0,5.0
Vikerlase tn 13,Lasnamäe,3.0,65.0,95000,paneelmaja,renoveeritud,1983.0,9.0
Vanakuu 4,Haabersti,2.0,46.2,114000,kivimaja,uus,2017.0,4.0
Laevastiku 10,Põhja-Tallinn,5.0,89.9,115500,kivimaja,renoveeritud,1945.0,2.0
Padriku tee 4/3,Pirita,3.0,92.4,189000,kivimaja,uus,2005.0,4.0
Paldiski mnt 155,Haabersti,2.0,33.1,69900,paneelmaja,heas korras,1977.0,5.0
Lesta tn 10/2-27,Haabersti,2.0,64.3,241125,paneelmaja,uus,2019.0,3.0
Seebi tn 1-1306,Kesklinn,2.0,45.3,146900,kivimaja,uus,2020.0,20.0
Seebi tn 1-1306,Kristiine,2.0,45.3,146900,kivimaja,uus,2020.0,20.0
Ümera 28A-32,Lasnamäe,4.0,74.8,133000,paneelmaja,uus,2018.0,9.0
Paepargi 53,Lasnamäe,3.0,82.2,209000,paneelmaja,uus,2017.0,14.0
Astangu 21/1,Haabersti,2.0,59.0,110000,paneelmaja,uus,2007.0,5.0
Kiikri 2C-88,Kesklinn,4.0,89.5,369000,kivimaja,uus,2019.0,4.0
Ehitajate tee 74,Mustamäe,2.0,43.2,69000,paneelmaja,renoveeritud,1969.0,9.0
Loitsu,Lasnamäe,1.0,32.6,56000,paneelmaja,san. remont tehtud,1981.0,5.0
Roseni 12,Kesklinn,5.0,218.0,730000,paneelmaja,heas korras,2007.0,7.0
Sõpruse pst 194,Mustamäe,3.0,64.1,84900,paneelmaja,renoveeritud,1970.0,5.0
Läänemere tee 70,Lasnamäe,1.0,39.1,74100,kivimaja,heas korras,2007.0,6.6790013374944275
Sipelga 2,Mustamäe,4.0,112.0,234000,paneelmaja,uus,2015.0,8.0
Maisi 4a,Põhja-Tallinn,3.0,77.8,185400,puitmaja,renoveeritud,1929.0,3.0
Rataskaevu 22,Vanalinn,3.0,114.9,425000,kivimaja,renoveeritud,1825.0,4.0
Vilde tee 89,Mustamäe,2.0,30.3,64000,kivimaja,heas korras,1964.0,5.0
Pune tee 8,Pirita,3.0,85.3,145000,kivimaja,renoveeritud,2005.0,4.0
Mustakivi tee 25-915,Lasnamäe,2.0,56.2,96900,kivimaja,renoveeritud,2018.0,12.0
Paldiski mnt 17,Kesklinn,3.0,87.6,205000,kivimaja,uus,2014.0,5.0
Pöörise 10-43,Mustamäe,2.0,45.4,96000,paneelmaja,uus,2019.0,14.0
Paldiski mnt 77a,Haabersti,3.0,63.7,99000,kivimaja,vajab san. remonti,1985.0,9.0
A.Weizenbergi 16,Kesklinn,4.0,157.0,470000,puitmaja,uus,1924.0,3.0
Ümera 50,Lasnamäe,3.0,66.5,84900,kivimaja,renoveeritud,1987.0,5.0
Sõpruse puiestee 22,Kristiine,3.0,61.9,125000,kivimaja,vajab renoveerimist,1961.0,3.0
Liikuri 5-59,Lasnamäe,2.0,46.8,116000,paneelmaja,uus,2020.0,8.0
Liikuri 32,Lasnamäe,3.0,61.7,86900,kivimaja,san. remont tehtud,1987.0,5.0
Jakobi 24a,Kesklinn,2.0,41.8,99000,puitmaja,renoveeritud,2014.0,2.0
Sõle 64,Põhja-Tallinn,4.0,133.9,169000,kivimaja,renoveeritud,1963.0,4.0
Tartu mnt 69a-3,Kesklinn,2.0,40.2,155000,kivimaja,uus,2018.0,4.0
Pöörise 7-15,Mustamäe,3.0,63.5,132000,paneelmaja,uus,2019.0,12.0
Võidujooksu 8C-2,Kadriorg,4.0,108.5,194000,paneelmaja,uus,2019.0,5.0
Väike-Patarei 1-1/2-12,Põhja-Tallinn,2.0,48.1,162000,paneelmaja,uus,2019.0,4.0
Punane 39,Lasnamäe,3.0,65.8,86000,paneelmaja,heas korras,1978.0,9.0
Vabaõhumuuseumi tee 65,Haabersti,4.0,130.4,468500,paneelmaja,uus,2014.0,4.0
Liikuri 5-41,Lasnamäe,1.0,33.5,94000,paneelmaja,uus,2020.0,8.0
Sääse 14-23,Mustamäe,4.0,77.4,156900,kivimaja,uus,2019.0,10.0
Pirita tee 26B-42,Pirita,4.0,93.9,218900,kivimaja,uus,2017.0,4.0
Mahtra tn 23,Lasnamäe,2.0,49.6,86000,paneelmaja,renoveeritud,1983.0,10.0
Mustamäe tee 147,Mustamäe,3.0,66.0,85500,paneelmaja,keskmises seisukorras,1974.0,9.0
Lahepea 7,Haabersti,2.0,55.5,149000,paneelmaja,uus,2018.0,5.0
Vabaduse pst 181,Nõmme,3.0,85.8,165000,kivimaja,renoveeritud,2008.0,3.0
Aiandi 5/2-19,Mustamäe,2.0,41.9,96590,kivimaja,uus,2020.0,4.0
Sinika 6,Kristiine,3.0,81.0,230000,kivimaja,renoveeritud,2016.0,4.0
Kolde pst 80,Põhja-Tallinn,2.0,43.5,70000,paneelmaja,keskmises seisukorras,1966.0,5.0
Meriski 1-8,Kristiine,3.0,69.1,160000,paneelmaja,uus,2019.0,4.0
Tuukri tn 64-60,Kesklinn,4.0,123.4,490000,kivimaja,uus,2018.0,5.0
K.Kärberi 5,Lasnamäe,3.0,52.7,88000,paneelmaja,renoveeritud,1984.0,5.0
Rotermanni 18,Kesklinn,3.0,82.0,309000,paneelmaja,uus,2018.0,7.0
Puhangu tn 59,Põhja-Tallinn,2.0,43.8,81900,paneelmaja,renoveeritud,1972.0,5.0
Lüüsi tn 4-26,Kesklinn,2.0,57.0,152000,kivimaja,uus,2019.0,6.0
Pöörise 10-44,Mustamäe,3.0,53.2,112000,paneelmaja,uus,2019.0,14.0
Sõlme 3-3,Nõmme,7.0,94.3,158000,kivimaja,uus,2015.0,3.0
Pille 7/3-12,Kesklinn,3.0,68.6,194900,paneelmaja,uus,2019.0,6.0
Õllepruuli 6,Kesklinn,4.0,95.9,289000,kivimaja,uus,2019.0,3.0
Sammu 6B-26,Kristiine,3.0,76.2,174900,paneelmaja,uus,2019.0,5.0
Aiandi 5/1-3,Mustamäe,3.0,55.5,119590,kivimaja,uus,2020.0,6.0
Toom-Kuninga 15-89,Kesklinn,2.0,54.0,195000,paneelmaja,uus,2019.0,8.0
Toom-Kuninga 15-100,Kesklinn,2.0,54.5,205000,paneelmaja,uus,2019.0,8.0
Sammu 6B-24,Kristiine,3.0,73.2,175900,paneelmaja,uus,2019.0,5.0
Alvari 18,Lasnamäe,3.0,74.0,161000,paneelmaja,uus,2017.0,7.0
Õismäe tee 102,Haabersti,1.0,33.0,66900,paneelmaja,renoveeritud,1976.0,9.0
Mustakivi tee 25,Lasnamäe,2.0,40.0,79900,kivimaja,uus,2018.0,12.0
Ristiku 53,Põhja-Tallinn,2.0,44.6,89800,puitmaja,renoveeritud,1910.0,2.0
Lembitu 14,Kesklinn,2.0,57.2,165000,kivimaja,renoveeritud,1958.0,5.0
Lahepea 9-40,Haabersti,4.0,96.3,240000,kivimaja,uus,2019.0,4.0
Laki 24-405,Mustamäe,1.0,13.6,45900,kivimaja,uus,2019.0,4.0
Järve 2-198,Kristiine,3.0,68.7,215100,paneelmaja,uus,2019.0,18.0
Filmi tn 7-27,Kesklinn,3.0,71.1,174900,kivimaja,uus,2018.0,5.0
Roosikrantsi tn 15,Kesklinn,4.0,99.2,168640,kivimaja,vajab san. remonti,1912.0,5.0
Tagala 10A-14,Haabersti,3.0,71.0,132000,kivimaja,uus,2019.0,4.0
Liikuri 18c-37,Lasnamäe,2.0,44.5,100790,kivimaja,uus,2020.0,7.0
Manufaktuuri 20,Põhja-Tallinn,4.0,73.5,169000,paneelmaja,uus,2018.0,9.0
Toom-Kuninga 15-56,Kesklinn,1.0,36.4,115000,paneelmaja,uus,2019.0,8.0
Möldre tee 1,Haabersti,2.0,56.0,95000,kivimaja,uus,2018.0,3.0
Liikuri 5-29,Lasnamäe,2.0,46.8,107000,paneelmaja,uus,2020.0,8.0
J.Köleri 14a-10,Kadriorg,3.0,65.5,219000,puitmaja,uus,2011.0,3.0
Ehitajate tee 91/2-48,Mustamäe,3.0,56.2,129000,kivimaja,uus,2020.0,8.0
Katleri 11,Lasnamäe,2.0,52.8,76900,paneelmaja,renoveeritud,1991.0,5.0
Sütiste tee 18,Mustamäe,3.0,62.6,120000,paneelmaja,renoveeritud,1969.0,5.0
Rukki 15,Põhja-Tallinn,2.0,43.8,88000,kivimaja,keskmises seisukorras,1953.0,3.0
Puhangu 26,Põhja-Tallinn,3.0,48.8,93000,kivimaja,renoveeritud,1966.0,4.0
Taludevahe 69,Haabersti,2.0,63.4,115000,kivimaja,uus,2008.0,4.0
Gonsiori 29-73,Kesklinn,1.0,28.5,101900,kivimaja,uus,2019.0,6.0
Padriku tee 9/5,Pirita,3.0,72.3,175000,paneelmaja,renoveeritud,2007.0,3.0
J. Sütiste tee 18,Mustamäe,3.0,61.0,120000,paneelmaja,renoveeritud,1969.0,5.0
Tagala 10B-62,Haabersti,3.0,71.0,139000,kivimaja,uus,2019.0,4.0
Videviku 15-5,Kesklinn,2.0,46.1,149000,kivimaja,uus,2019.0,5.0
Paepargi 50/1-51,Lasnamäe,3.0,65.9,158000,paneelmaja,uus,2020.0,14.0
